|genres|app_name|release_date|id
88766|['Simulation']|Train Simulator: Network Southeast Class 47 Loco Add-On|2010|24075
88767|['RPG', 'Casual']|Puzzle Quest 2|2010|47540
88768|['Action']|Burn Zombie Burn!|2010|50510
88769|['Indie']|Madballs B*D*I Clan Skins|2010|25760
88770|['Indie']|Madballs Scorched Evolution Skin Rollup|2010|25763
88771|['Indie']|Madballs BDI Evolution Skin Rollup|2010|25762
88772|['Indie']|Madballs Holiday Skin Rollup|2010|25764
88773|['Strategy']|Victoria I Complete|2010|42980
88774|['Simulation']|Ship Simulator Extremes|2010|48800
88775|['Strategy']|Worms Reloaded|2010|22600
88776|['Indie', 'Simulation', 'Strategy']|Making History II: The War of the World|2010|46770
88777|['Action', 'Simulation', 'Strategy']|Arma 2: British Armed Forces|2010|65700
88778|['Strategy']|Victoria II|2010|42960
88780|['Indie']|Madballs Scorched Clan Skins|2010|25761
88781|['Action']|Kane & Lynch 2: The Doggie Bag|2010|28010
88782|['Action']|Kane & Lynch 2: Multiplayer Masks Pack|2010|28012
88783|['Simulation']|Trainz: Classic Cabon City|2010|24640
88784|['Action']|Kane & Lynch 2: Alliance Weapon Pack|2010|28011
88785|['Strategy']|Cossacks: Back to War|2002|4850
88786|['Adventure']|Broken Sword: Director's Cut|2010|57640
88787|['Casual']|Chime|2010|62100
88788|['Action']|Mafia II DLC: Jimmy's Vendetta|2010|50145
88789|['Action']|Sniper: Ghost Warrior - Map Pack|2010|34841
88790|['Action', 'Indie']|VVVVVV|2010|70300
88791|['Strategy']|The Settlers 7: Conquest - The Empire Expansion DLC|2010|48137
88792|['Action', 'Adventure', 'Indie']|Amnesia: The Dark Descent|2010|57300
88793|['RPG', 'Indie']|Recettear: An Item Shop's Tale|2010|70400
88794|['Action', 'Casual', 'Indie']|Swarm Arena|2010|46600
88795|['Action', 'Simulation']|Super Thunder Blade™|2010|34314
88796|['Action']|Galaxy Force II™|2010|34310
88797|['Simulation']|Hacker Evolution|2010|70100
88798|['Indie', 'Simulation']|Hacker Evolution: Untold|2010|70110
88799|['Casual', 'Indie']|Faerie Solitaire|2010|38600
88800|['Strategy']|Patrician IV - Steam Special Edition|2010|57620
88801|['Action']|Bonanza Bros.™|2010|34284
88802|['RPG', 'Strategy']|King's Bounty: Crossworlds|2010|63910
88803|['Simulation']|Train Simulator: Green & Gold HST DMU Add-On|2010|24082
88804|['Strategy']|Sid Meier's Civilization® V|2010|8930
88805|['Strategy']|Commander: Conquest of the Americas - Colonial Navy|2010|49310
88806|['Action', 'Indie']|Serious Sam Classic: The Second Encounter|2002|41060
88807|['Indie', 'Strategy']|Star Ruler|2010|70900
88808|['Action', 'Adventure']|Blade Kitten|2010|9940
88809|['Action']|Alien Breed 2: Assault|2010|22650
88810|['Action']|Serious Sam HD: Gold Edition|2010|901553
88811|['Action', 'Adventure']|Darksiders™|2010|50620
88812|['Simulation', 'Strategy']|X: Beyond the Frontier|1999|2840
88813|['Strategy']|The Kings' Crusade|2010|42920
88814|['Action', 'RPG', 'Massively Multiplayer']|Guild Wars: Eye of the North®|2007|29700
88815|['Simulation', 'Strategy']|X: Tension|2000|2850
88816|['RPG', 'Strategy']|Age of Wonders II: The Wizard's Throne|2010|61510
88817|['Adventure', 'Casual', 'Simulation']|Governor of Poker 2|2010|70200
88818|['Adventure', 'Casual', 'Indie', 'Simulation']|Governor of Poker 2 - Premium Edition|2010|70210
88819|['RPG', 'Strategy']|Age of Wonders Shadow Magic|2010|61520
88820|['RPG', 'Strategy']|Age of Wonders|2010|61500
88821|['Action']|Medal of Honor™|2010|47790
88822|['Indie', 'RPG', 'Strategy']|Grotesque Tactics: Evil Heroes|2010|46450
88823|['Action', 'Adventure']|Lost Planet® 2|2010|45750
88824|['Adventure', 'Casual', 'Indie']|Doc Clock: The Toasted Sandwich of Time|2010|57800
88825|['Action', 'RPG']|Fallout: New Vegas|2010|22380
88826|['Action', 'Casual', 'Indie']|The Polynomial - Space of the music|2010|67000
88827|['Adventure', 'Indie']|Puzzle Bots|2010|80300
88828|['Indie', 'Racing']|Nimbus|2010|50000
88829|['Strategy']|Civilization V - Babylon (Nebuchadnezzar II)|2010|16868
88830|['Action', 'Indie', 'RPG']|DeathSpank|2010|18040
88831|['Action', 'Simulation']|Virtua Fighter™ 2|2010|71115
88832|['Casual']|Columns™ III|2010|34317
88833|['RPG']|Sword of Vermilion™|2010|71114
88834|['Action']|Golden Axe™ II|2010|71112
88835|['Action', 'Adventure']|Sonic The Hedgehog|2010|71113
88838|['Adventure']|Ecco™: The Tides of Time|2010|34319
88840|['Action']|Bio-Hazard Battle™|2010|34316
88841|['Action']|Alien Storm|2010|34315
88842|['Action', 'Indie']|Shank|2010|6120
88843|['Action', 'Adventure', 'Indie']|The Ball|2010|35460
88844|['Action']|STAR WARS™: The Force Unleashed™ II|2010|32500
88845|['Action', 'Casual']|Flight Control HD|2010|62000
88846|['RPG', 'Simulation', 'Strategy']|Patrician III|2010|33570
88847|['Action', 'Casual', 'Indie']|BIT.TRIP BEAT|2010|63700
88848|['Simulation', 'Strategy']|Theatre of War 2 - Battle for Caen|2010|46362
88849|['Casual']|Woody Two-Legs: Attack of the Zombie Pirates|2010|49320
88850|['Adventure', 'Indie']|Clones|2010|72400
88851|['Strategy']|Victoria II: Interwar Spritepack|2010|42964
88852|['Action']|Front Mission Evolved: Wanzer Pack 2|2010|43011
88853|['Action']|Pound of Ground|2010|33980
88854|['Casual']|Pat & Mat|2009|65710
88855|['Adventure']|Alternativa|2010|33990
88856|['Casual', 'Indie']|Fish Fillets 2|2007|33950
88857|['Strategy', 'Indie']|Archon Classic|2010|65400
88858|['Action']|Call of Duty®: Black Ops|2010|42700
88859|['Indie', 'Casual']|Rhythm Zone Tornado Visualizer DLC|2010|38923
88860|['Casual', 'Indie']|Arcadia|2010|72500
88861|['Action', 'Adventure', 'Strategy']|Oddworld: Munch's Oddysee|2010|15740
88862|['Indie', 'Casual']|Rhythm Zone DJ Table Visualizer DLC|2010|38924
88863|['Action', 'Adventure', 'Strategy']|Oddworld: Stranger's Wrath HD|2010|15750
88864|['Casual', 'Indie']|Clickr|2010|45500
88865|['Adventure']|Back to the Future: The Game|2010|31290
88866|['Action']|Grand Theft Auto III|2002|12100
88867|['Action']|Grand Theft Auto: San Andreas|2005|12120
88868|['Action', 'Adventure']|Lara Croft GoL: Raziel and Kain Character Pack|2011|35135
88869|['Action', 'Adventure']|Lara Croft GoL: Things that Go Boom - Challenge Pack 2|2011|35137
88870|['Action', 'Adventure']|Lara Croft GoL: Hazardous Reunion - Challenge Pack 3|2011|35138
88871|['Action', 'Adventure']|Lara Croft GoL: All the Trappings - Challenge Pack 1|2011|35136
88872|['Action']|Grand Theft Auto: Vice City|2003|12110
88873|['Action', 'Indie']|Zeit²|2011|33390
88874|['Action', 'Indie']|A.R.E.S.: Extinction Agenda|2011|92300
88875|['Action', 'Indie', 'Strategy']|APOX|2011|80000
88876|['Action']|Dead Space™ 2|2011|47780
88877|['Adventure', 'Casual']|Drawn®: The Painted Tower|2011|51060
88878|['Adventure']|Kaptain Brawe: A Brawe New World|2011|65080
88880|['Action', 'Strategy', 'Indie', 'Sports']|Monday Night Combat|2011|63200
88881|['Action', 'Adventure', 'Casual']|Luxor: 5th Passage|2011|60340
88882|['Action']|Alien Soldier|2011|71116
88883|['RPG']|Shining in the Darkness|2011|71161
88884|['RPG']|Light Crusader|2011|71119
88885|['RPG']|Landstalker: The Treasures of King Nole|2011|71118
88886|['Action']|Gunstar Heroes|2011|71117
88887|['Adventure']|ToeJam & Earl|2011|71166
88888|['Action']|Streets of Rage 2|2011|71165
88889|['Action', 'Adventure']|Sonic The Hedgehog 2|2011|71163
88890|['Action']|Streets of Rage|2011|71164
88892|['RPG']|Shining Force II|2011|71160
88893|['RPG']|Shining Force|2011|71120
88894|['Simulation']|The Sims™ 3|2009|47890
88895|['Simulation']|Ship Simulator Extremes: Sigita Pack|2011|48802
88896|['Simulation']|The Sims™ 3 Fast Lane Stuff|2010|47896
88897|['Simulation']|The Sims™ 3 World Adventures|2009|47892
88898|['Simulation']|The Sims™ 3 Late Night|2010|47894
88899|['Simulation']|The Sims™ 3 Ambitions|2010|47893
88900|['Simulation']|The Sims™ 3 High-End Loft Stuff|2010|47895
88901|['Casual', 'Indie']|Trino|2011|42000
88902|['Casual']|Mishap 2: An Intentional Haunting - Collector's Edition|2011|47570
88903|['Simulation']|The Sims™ 3 Outdoor Living Stuff|2011|47897
88904|['Action', 'Casual', 'Indie']|Who's That Flying?!|2011|57700
88905|['Adventure', 'Casual']|Myst: Masterpiece Edition|2011|63660
88906|['Strategy']|Guardians of Graxia: Elves & Dwarves|2011|90504
88907|['RPG']|Two Worlds II HD|2011|7520
88908|['Casual']|YOU DON’T KNOW JACK®|2011|99200
88909|['Racing']|Test Drive Unlimited 2|2011|9930
88910|['RPG']|King Arthur: The Druids|2011|24449
88911|['Strategy', 'Indie', 'Simulation']|Gratuitous Space Battles: Galactic Conquest|2011|41814
88912|['Strategy']|The Kings' Crusade: New Allies|2011|42925
88913|['RPG', 'Strategy']|DUNGEONS - Steam Special Edition|2011|57650
88914|['Indie', 'Strategy']|AI War: Light of the Spire|2011|40407
88915|['RPG']|Drakensang: The River of Time|2011|33770
88916|['Strategy']|RISK™: Factions|2011|47800
88917|['Casual', 'Strategy']|Crazy Machines 2: Time Travel Add-On|2011|18408
88918|['Action', 'Indie']|BIT.TRIP RUNNER|2011|63710
88919|['Action']|Homefront|2011|55100
88920|['Casual', 'Indie', 'Simulation', 'Strategy']|Fate of the World|2011|80200
88921|['Indie']|B.U.T.T.O.N. (Brutally Unfair Tactics Totally OK Now)|2011|92400
88923|['Strategy']|Warhammer 40,000: Dawn of War II - Retribution Ork Race Pack|2011|56435
88924|['Strategy']|Warhammer 40,000: Dawn of War II - Retribution Imperial Guard Race Pack|2011|56433
88925|['Strategy']|Warhammer 40,000: Dawn of War II - Retribution Eldar Race Pack|2011|56432
88926|['Strategy']|Warhammer 40,000: Dawn of War II - Retribution Chaos Space Marines Race Pack|2011|56431
88927|['Free to Play', 'Massively Multiplayer', 'RPG']|RIFT|2013|39120
88928|['Strategy']|Warhammer 40,000: Dawn of War II: Retribution|2011|56437
88929|['Indie', 'Casual']|Dinner Date|2011|94000
88930|['Strategy']|Warhammer 40,000: Dawn of War II - Retribution Space Marines Race Pack|2011|56434
88931|['Action']|Shadow Harvest: Phantom Ops|2011|92700
88932|['Simulation']|Cities in Motion: Design Classics|2011|73012
88933|['Simulation']|Ship Simulator Extremes: Ferry Pack|2011|48803
88934|['Strategy']|Warhammer 40,000: Dawn of War II: Retribution: Dark Angels Pack|2011|56536
88935|['Racing']|STCC The Game 2 – Expansion Pack for RACE 07|2011|44620
88936|['Action', 'Indie', 'Strategy']|Anomaly: Warzone Earth|2011|91200
88937|['Strategy']|Armada 2526|2010|46790
88938|['Strategy']|Darkest Hour: A Hearts of Iron Game|2011|73170
88939|['Strategy', 'RPG']|Dungeons: Into the Dark DLC Pack|2011|57655
88940|['Action', 'Indie']|Dino D-Day|2011|70000
88941|['Strategy']|Patrician IV: Rise of a Dynasty|2011|57730
88942|['Action', 'Adventure']|Portal 2|2011|620
88943|['Action', 'RPG']|Magicka: Vietnam|2011|42918
88944|['Action', 'Casual', 'Indie', 'Strategy']|Sanctum|2011|91600
88945|['Strategy']|Majesty 2 Collection|2011|73020
88946|['Strategy']|Warhammer 40,000: Dawn of War II - Retribution - Mekboy Wargear DLC|2011|56482
88947|['Strategy']|Dawn of War II: Retribution – The Last Stand|2011|56438
88948|['Strategy']|Warhammer 40,000: Dawn of War II - Retribution - Farseer Wargear DLC|2011|56481
88949|['Indie', 'Strategy']|Frozen Synapse|2011|98200
88950|['Strategy']|Warhammer 40,000: Dawn of War II: Retribution - Captain Wargear DLC|2011|56480
88951|['Adventure', 'Indie', 'RPG']|Winter Voices Episode 4: Amethyst Rivers|2011|72905
88952|['Action', 'Adventure']|Hunted: The Demon’s Forge™|2011|22450
88953|['Adventure', 'Casual', 'Indie']|Hamilton's Great Adventure|2011|42140
88954|['Simulation']|The Sims™ 3 Generations|2011|47898
88955|['Simulation']|Cities in Motion: Tokyo|2011|73181
88956|['Action', 'RPG']|Magicka: Nippon|2011|73031
88957|['Action', 'Adventure']|Ghostbusters: Sanctum of Slime Challenge Pack DLC|2011|9992
88958|['Adventure']|Still Life 2|2009|46490
88959|['Adventure']|Still Life|2005|46480
88960|['Action']|Call of Duty®: Black Ops Escalation Content Pack|2011|42718
88961|['Action', 'RPG']|Dungeon Siege III|2011|39160
88962|['Action']|Duke Nukem Forever|2011|57900
88963|['Action', 'Free to Play']|A.V.A. Alliance of Valiant Arms™|2011|102700
88964|['Free to Play', 'Massively Multiplayer', 'RPG']|Champions Online|2009|9880
88965|['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']|Spiral Knights|2011|99900
88966|['Strategy']|Spectromancer - Truth & Beauty|2011|22520
88967|['Simulation']|Cities in Motion: Design Now|2011|73014
88968|['Strategy']|Two Worlds II Castle Defense|2011|7530
88969|['Indie']|The Cat and the Coup|2011|95700
88970|['Strategy']|Magic: The Gathering - Duels of the Planeswalkers 2012|2011|49470
88971|['Indie', 'Casual']|Ancients of Ooga|2011|91810
88972|['Action', 'Casual', 'Indie']|Beat Hazard Ultra|2011|49604
88973|['Strategy', 'Indie']|Frozen Synapse: Soundtrack|2011|98210
88974|['Indie', 'Casual']|Solar 2|2011|97000
88975|['Strategy']|Ironclads: Schleswig War 1864|2011|46760
88976|['Strategy']|Ironclads: Anglo Russian War 1866|2011|46830
88977|['Action', 'RPG']|Magicka: Final Frontier|2011|73035
88978|['Strategy']|Ironclads: Chincha Islands War 1866|2011|46840
88979|['Action']|F.E.A.R. 3|2011|21100
88980|['Action', 'RPG']|Magicka: Frozen Lake|2011|73037
88981|['Action', 'RPG']|Magicka: The Watchtower|2011|73036
88982|['Simulation']|Trainz Simulator DLC: The Duchess|2011|24635
88983|['Action', 'RPG']|Magicka: Party Robes|2011|901679
88984|['Strategy']|Europa Universalis III: Western - AD 1400 Spritepack|2011|25810
88985|['Action', 'RPG']|Dungeons and Dragons: Daggerdale|2011|99100
88986|['Racing']|RETRO – Expansion Pack for RACE 07|2011|44660
88987|['Simulation']|Farming Simulator 2011 Equipment Pack 2|2011|90209
88988|['Strategy']|Europa Universalis III: Eastern - AD 1400 Spritepack|2011|25809
88989|['Strategy']|Hearts of Iron III: For the Motherland|2011|42903
88990|['Strategy']|Worms Reloaded: Puzzle Pack|2011|22631
88991|['Strategy']|Worms Reloaded: Retro Pack|2011|22634
88992|['Strategy']|Worms Reloaded: Time Attack Pack|2011|22633
88993|['Strategy', 'RPG']|Dungeons: Map Pack DLC|2011|57656
88994|['Strategy']|Worms Reloaded: Forts Pack|2011|22632
88995|['Adventure', 'Casual']|Puzzle Agent 2|2011|94590
88996|['Action']|Killing Floor: Steampunk Character Pack|2011|35425
88997|['Strategy']|Pride of Nations: Spanish-American War 1898|2011|73192
88998|['Action', 'Adventure', 'Indie']|Tobe's Vertical Adventure|2011|105700
88999|['Action', 'RPG']|Fallout New Vegas: Old World Blues|2011|72750
89000|['Strategy']|Warhammer 40,000: Dawn of War II: Retribution - Ulthwe Wargear DLC|2011|56538
89001|['Simulation']|IL-2 Sturmovik: Cliffs of Dover|2011|63950
89002|['Indie', 'Casual']|Lucid|2011|61100
89003|['Simulation']|Train Simulator: BR Class 421 '4CIG' Loco|2011|65228
89004|['Action']|Homefront: Express 870 Shotgun|2011|55205
89005|['Adventure', 'Indie', 'RPG']|Runespell: Overture|2011|102200
89006|['Strategy']|Men of War: Assault Squad - Skirmish Pack|2011|64013
89007|['Action', 'Indie']|Aaaaa! - Brutal Concussion|2011|15522
89008|['Adventure', 'Strategy', 'RPG', 'Indie']|Delve Deeper: Treasures and Tunnels|2011|63802
89009|['Action', 'Indie']|A.R.E.S.: Berzerker Suit|2011|92302
89010|['Simulation']|Cities in Motion: Metro Stations|2011|73183
89011|['Adventure']|Nancy Drew®: Secrets Can Kill REMASTERED|2010|42210
89012|['Action', 'Simulation', 'Strategy']|ARMA: Cold War Assault|2011|65790
89013|['Casual', 'Indie']|SpaceChem: 63 Corvi|2011|92803
89014|['Simulation', 'Strategy']|Tropico 4|2011|57690
89015|['Adventure']|Nancy Drew®: The Captive Curse|2011|42220
89016|['Adventure']|Nancy Drew®: Trail of the Twister|2010|42230
89017|['Indie', 'Casual']|The Clockwork Man|2011|111000
89018|['Strategy']|Pride of Nations: American Civil War 1862|2011|73193
89019|['Action', 'Indie']|EDGE|2011|38740
89020|['Strategy']|Civilization V - Civ and Scenario Pack: Korea|2011|99612
89021|['Strategy']|Civilization V - Scenario Pack: Wonders of the Ancient World|2011|99614
89022|['Indie']|Sanctum: Official Soundtrack|2011|91604
89023|['Indie']|Hacker Evolution Duality|2011|70120
89024|['Action', 'Indie', 'RPG', 'Strategy']|Space Pirates and Zombies|2011|107200
89025|['Action']|Section 8: Prejudice Frontier Colonies Map Pack|2011|97108
89026|['Action']|Section 8: Prejudice Blitz Pack|2011|97106
89027|['Action']|Section 8: Prejudice Overdrive Map Pack|2011|97107
89028|['Strategy']|Warhammer 40,000: Dawn of War II - Ultramarines Pack|2011|56487
89029|['Action', 'RPG']|Fallout New Vegas®: Lonesome Road™|2011|72760
89030|['Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'Strategy']|Puzzle Pirates|2011|99910
89031|['Action', 'Adventure', 'RPG']|The Baconing|2011|18070
89032|['Action']|Warhammer 40,000: Space Marine|2011|55150
89033|['Strategy']|Men of War: Vietnam|2011|63940
89034|['Action', 'Indie']|Hard Reset Extended Edition|2012|98400
89035|['Strategy']|Pride of Nations: The Franco-Prussian War 1870|2011|73194
89036|['Action', 'Indie']|Wasteland Angel|2011|46520
89037|['Action', 'Indie', 'Racing', 'Strategy']|Rock of Ages|2011|22230
89038|['Action', 'Massively Multiplayer', 'Simulation']|Red Orchestra 2: Heroes of Stalingrad with Rising Storm|2011|35450
89039|['Action', 'Adventure']|Call of Juarez®: The Cartel|2011|33420
89040|['Simulation']|Cities in Motion: German Cities|2011|73185
89041|['Strategy']|Magic: The Gathering 2012 - Expansion|2011|49473
89042|['RPG', 'Simulation', 'Strategy']|Sengoku|2011|73210
89043|['Action', 'Indie']|Astro Tripper|2011|110600
89044|['Adventure']|Nancy Drew®: Shadow at the Water's Edge|2010|200080
89045|['RPG']|Two Worlds II - Pirates of the Flying Fortress|2011|200440
89046|['Action', 'Indie']|Bunch of Heroes|2011|111400
89047|['Action']|Duke Nukem Forever: Hail to the Icons Parody Pack|2011|57923
89048|['RPG', 'Strategy']|Might & Magic: Heroes VI|2011|48220
89049|['Strategy']|Supreme Commander: Forged Alliance|2011|9420
89050|['Action', 'Adventure', 'Indie', 'RPG']|The Binding of Isaac|2011|113200
89051|['Simulation']|Farming Simulator 2011 Equipment Pack 3|2011|90208
89052|['Racing', 'Simulation']|Off-Road Drive|2011|200230
89053|['Strategy']|Supreme Commander|2007|9350
89054|['Strategy', 'Indie', 'Casual', 'Simulation']|Fate of the World: Tipping Point|2011|901776
89055|['Action', 'Racing']|Post Apocalyptic Mayhem: DLC - Chaos Pack|2011|201100
89056|['Strategy', 'Indie', 'Casual', 'Simulation']|Fate of the World: Denial|2011|80202
89057|['Strategy', 'Indie', 'Casual', 'Simulation']|Fate of the World: Migration|2011|80204
89058|['Action']|Sniper: Ghost Warrior - Second Strike|2011|34842
89059|['Action', 'Simulation']|Air Conflicts: Secret Wars|2011|95900
89060|['Strategy', 'Indie', 'Casual', 'Simulation']|Fate of the World: Extras Pack|2011|80207
89061|['Action', 'Adventure']|Dead Rising 2: Off the Record|2011|45770
89062|['Action', 'Adventure', 'RPG']|The Baconing DLC - Roesha – One Bad Mutha Co-op Character|2011|18080
89063|['Strategy']|Disciples III - Resurrection|2011|200670
89064|['Casual', 'Simulation', 'Strategy']|Memoir '44 Online|2011|108210
89065|['Simulation']|Train Simulator: Amtrak Acela Express EMU Add-On|2011|65231
